"","pid","sex","dobm","doby","memorig","plbornc","race","paju","maju","lprnt","lnprnt","ch1bm","ch1by","scend","bwtgm","pagold","pargsc","magold","margsc","j1gold","j1rgsc","fsource","children","ssex2","ssex3","twin1","twin2","twin3","age"
"3707",78742358,"female","october",1937,"echp - ons",-8,"white","inapplicable","inapplicable","yes",1,"september",1955,15,"not applicable","skilled manual workers","skilled manual","routine non-manual employees","skilled non-manual","routine non-manual e","skilled non-manual","Time-invariant",1,NA,NA,NA,NA,NA,72
"3708",78743907,"female","september",1955,"echp - ons",-8,"white","inapplicable","mother not work","yes",3,"december",1977,15,"not applicable","semi,unskilled manual workers","unskilled occ","not applicable","inapplicable","personal service wor","skilled non-manual","Time-invariant",3,NA,NA,NA,NA,NA,54
"3709",78744989,"female","october",1934,"echp - ons",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,75
"3710",78746094,"female","october",1964,"echp - ons",-8,"white","inapplicable","inapplicable","no",-8,"not applicable",-8,16,"not applicable","skilled manual workers","skilled manual","service class,lower grade","managerial & technical occ","semi,unskilled manua","partly skilled occ","From the panel",1,NA,NA,NA,NA,NA,45
"3711",78746604,"female","august",1949,"echp - ons",-8,"white","inapplicable","inapplicable","no",-8,"not applicable",-8,15,"not applicable","foreman,technicians","skilled manual","service class,higher grade","managerial & technical occ","agricultural workers","partly skilled occ","No children",0,NA,NA,NA,NA,NA,60
"3712",78747104,"female","february",1958,"echp - ons",-8,"white","inapplicable","inapplicable","yes",3,"september",1979,15,"not applicable","semi,unskilled manual workers","skilled manual","semi,unskilled manual workers","partly skilled occ","skilled manual worke","skilled manual","Time-invariant",3,NA,NA,NA,NA,NA,51
"3713",78754968,"female","march",1960,"echp - ons",-8,"white","father not live","mother not live","yes",3,"august",1979,14,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","Time-invariant",3,NA,NA,NA,NA,NA,49
"3714",78755549,"female","january",1961,"echp - ons",-8,"white","father not live","mother not work","yes",3,"october",1979,15,"not applicable","not applicable","inapplicable","not applicable","inapplicable","semi,unskilled manua","unskilled occ","Time-invariant",3,NA,NA,NA,NA,NA,48
"3715",78756588,"female","november",1962,"echp - ons",-8,"white","father not work","inapplicable","no",-8,"not applicable",-8,18,"not applicable","not applicable","inapplicable","routine non-manual employees","skilled non-manual","routine non-manual e","skilled non-manual","From the panel",2,NA,NA,NA,NA,NA,47
"3716",78762448,"female","november",1948,"echp - ons",-8,"white","inapplicable","mother not work","yes",1,"september",1971,18,"not applicable","sml props w/o employees","skilled manual","not applicable","inapplicable","service class,lower","skilled non-manual","Time-invariant",1,NA,NA,NA,NA,NA,61
"3717",78762979,"female","october",1952,"echp - ons",-8,"white","inapplicable","inapplicable","no",-8,"not applicable",-8,17,"not applicable","semi,unskilled manual workers","partly skilled occ","service class,lower grade","managerial & technical occ","service class,lower","managerial & technic","No children",0,NA,NA,NA,NA,NA,57
"3718",78763479,"female","august",1962,"echp - ons",-8,"white","inapplicable","inapplicable","yes",3,"december",1981,15,"not applicable","service class,higher grade","managerial & technical occ","service class,lower grade","managerial & technical occ","personal service wor","skilled non-manual","Time-invariant",3,NA,NA,NA,NA,NA,47
"3719",78766168,"female","march",1940,"echp - ons",-8,"white","father not live","inapplicable","yes",1,"october",1958,15,"not applicable","not applicable","inapplicable","semi,unskilled manual workers","unskilled occ","semi,unskilled manua","skilled manual","Time-invariant",1,NA,NA,NA,NA,NA,69
"3720",78767237,"female","may",1938,"echp - ons",-8,"white","father not work","mother not work","no",-8,"not applicable",-8,15,"not applicable","not applicable","inapplicable","not applicable","inapplicable","semi,unskilled manua","unskilled occ","No children",0,NA,NA,NA,NA,NA,71
"3721",78767768,"female","november",1955,"echp - ons",-8,"white","don't know","mother not work","yes",4,"march",1977,16,"not applicable","not applicable","inapplicable","not applicable","inapplicable","semi,unskilled manua","partly skilled occ","Time-invariant",4,NA,NA,NA,NA,NA,54
"3722",78768268,"female","march",1951,"echp - ons",-8,"white","inapplicable","mother not work","yes",2,"december",1972,15,"not applicable","skilled manual workers","skilled manual","not applicable","inapplicable","semi,unskilled manua","partly skilled occ","Time-invariant",2,NA,NA,NA,NA,NA,58
"3723",78769337,"female","june",1936,"echp - ons",-8,"white","inapplicable","mother not work","yes",1,"june",1963,15,"not applicable","skilled manual workers","skilled manual","not applicable","inapplicable","personal service wor","skilled non-manual","Time-invariant",1,NA,NA,NA,NA,NA,73
"3724",78771404,"female","september",1936,"echp - ons",-8,"white","inapplicable","mother not work","yes",7,"june",1956,15,"not applicable","agricultural workers","skilled manual","not applicable","inapplicable","personal service wor","skilled non-manual","Time-invariant",7,NA,NA,NA,NA,NA,73
"3725",78774071,"female","december",1948,"echp - ons",-8,"white","inapplicable","mother not work","yes",5,"july",1979,18,"not applicable","semi,unskilled manual workers","skilled manual","not applicable","inapplicable","service class,lower","managerial & technic","Time-invariant",5,NA,NA,NA,NA,NA,61
"3726",78774616,"female","october",1961,"echp - ons",-8,"white","inapplicable","inapplicable","no",-8,"not applicable",-8,16,"not applicable","service class,higher grade","managerial & technical occ","sml props w employees","skilled non-manual","sml props w/o employ","skilled manual","No children",0,NA,NA,NA,NA,NA,48
"3727",78775175,"female","april",1962,"echp - ons",-8,"white","inapplicable","mother not work","yes",2,"august",1980,17,"not applicable","foreman,technicians","skilled manual","not applicable","inapplicable","personal service wor","skilled non-manual","Time-invariant",2,NA,NA,NA,NA,NA,47
"3728",78776198,"female","april",1940,"echp - ons",-8,"white","inapplicable","mother not work","yes",4,"november",1962,16,"not applicable","routine non-manual employees","skilled non-manual","not applicable","inapplicable","routine non-manual e","skilled non-manual","Time-invariant",4,NA,NA,NA,NA,NA,69
"3729",78777798,"female","august",1934,"echp - ons",-8,"white","father deceased","mother deceased","yes",2,"february",1957,15,"not applicable","not applicable","inapplicable","not applicable","inapplicable","agricultural workers","partly skilled occ","Time-invariant",2,NA,NA,NA,NA,NA,75
"3730",78778336,"female","april",1943,"echp - ons",-8,"white","inapplicable","inapplicable","no",-8,"not applicable",-8,15,"not applicable","skilled manual workers","skilled manual","skilled manual workers","skilled manual","personal service wor","skilled non-manual","No children",0,NA,NA,NA,NA,NA,66
"3731",78778859,"female","june",1953,"echp - ons",-8,"white","inapplicable","inapplicable","yes",2,"march",1974,15,"not applicable","semi,unskilled manual workers","partly skilled occ","skilled manual workers","skilled manual","semi,unskilled manua","unskilled occ","Time-invariant",2,NA,NA,NA,NA,NA,56
"3732",78779391,"female","december",1941,"echp - ons",-8,"white","inapplicable","mother not work","yes",2,"august",1972,15,"not applicable","semi,unskilled manual workers","partly skilled occ","not applicable","inapplicable","routine non-manual e","skilled non-manual","Time-invariant",2,NA,NA,NA,NA,NA,68
"3733",78779936,"female","july",1938,"echp - ons",-8,"white","inapplicable","mother not work","yes",2,"november",1975,15,"not applicable","semi,unskilled manual workers","partly skilled occ","not applicable","inapplicable","routine non-manual e","skilled non-manual","Time-invariant",2,NA,NA,NA,NA,NA,71
"3734",78780381,"female","december",1958,"echp - ons",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,51
"3735",78780969,"female","may",1963,"echp - ons",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,46
"3736",78781469,"female","april",1956,"echp - ons",-8,"white","inapplicable","mother not work","yes",3,"may",1975,17,"not applicable","semi,unskilled manual workers","skilled manual","not applicable","inapplicable","routine non-manual e","skilled non-manual","Time-invariant",3,NA,NA,NA,NA,NA,53
"3737",78783038,"female","july",1958,"echp - ons",-8,"white","inapplicable","inapplicable","yes",1,"march",1992,16,"not applicable","sml props w/o employees","skilled manual","routine non-manual employees","skilled non-manual","routine non-manual e","skilled non-manual","Time-invariant",1,NA,NA,NA,NA,NA,51
"3738",78783569,"female","june",1950,"echp - ons",-8,"white","inapplicable","inapplicable","yes",2,"september",1969,15,"not applicable","semi,unskilled manual workers","skilled manual","semi,unskilled manual workers","partly skilled occ","semi,unskilled manua","unskilled occ","Time-invariant",2,NA,NA,NA,NA,NA,59
"3739",78785189,"female","february",1962,"echp - ons",-8,"white","inapplicable","inapplicable","yes",2,"october",1989,17,"not applicable","foreman,technicians","skilled manual","service class,lower grade","managerial & technical occ","personal service wor","skilled non-manual","Time-invariant",2,NA,NA,NA,NA,NA,47
"3740",78786207,"female","september",1957,"echp - ons",-8,"white","inapplicable","mother not work","yes",2,"march",1976,16,"not applicable","foreman,technicians","skilled manual","not applicable","inapplicable","semi,unskilled manua","partly skilled occ","Time-invariant",2,NA,NA,NA,NA,NA,52
"3741",78787289,"female","february",1950,"echp - ons",-8,"white","inapplicable","inapplicable","yes",2,"february",1971,15,"not applicable","skilled manual workers","skilled manual","skilled manual workers","skilled manual","routine non-manual e","skilled non-manual","Time-invariant",2,NA,NA,NA,NA,NA,59
"3742",78787807,"female","april",1959,"echp - ons",-8,"white","inapplicable","inapplicable","yes",1,"november",1984,17,"not applicable","sml props w employees","skilled manual","personal service workers","skilled non-manual","skilled manual worke","skilled manual","Time-invariant",1,NA,NA,NA,NA,NA,50
"3743",78788358,"female","may",1945,"echp - ons",-8,"white","inapplicable","mother not work","yes",1,"december",1965,15,"not applicable","agricultural workers","skilled manual","not applicable","inapplicable","personal service wor","skilled non-manual","Time-invariant",1,NA,NA,NA,NA,NA,64
"3744",78789389,"female","october",1946,"echp - ons",-8,"white","inapplicable","mother not work","yes",2,"april",1968,16,"not applicable","semi,unskilled manual workers","partly skilled occ","not applicable","inapplicable","personal service wor","partly skilled occ","Time-invariant",2,NA,NA,NA,NA,NA,63
"3745",78789907,"female","march",1962,"echp - ons",-8,"white","inapplicable","mother not work","yes",2,"october",1986,16,"not applicable","service class,lower grade","skilled non-manual","not applicable","inapplicable","routine non-manual e","skilled non-manual","Time-invariant",2,NA,NA,NA,NA,NA,47
"3746",78793637,"female","april",1934,"echp - ons",-8,"white","inapplicable","mother not work","yes",2,"november",1959,15,"not applicable","foreman,technicians","skilled manual","not applicable","inapplicable","service class,lower","skilled non-manual","Time-invariant",2,NA,NA,NA,NA,NA,75
"3747",78794226,"female","september",1963,"echp - ons",-8,"white","inapplicable","inapplicable","no",-8,"not applicable",-8,15,"not applicable","skilled manual workers","skilled manual","semi,unskilled manual workers","partly skilled occ","personal service wor","skilled non-manual","No children",0,NA,NA,NA,NA,NA,46
"3748",78795249,"female","august",1948,"echp - ons",-8,"white","inapplicable","inapplicable","yes",3,"april",1973,15,"not applicable","semi,unskilled manual workers","skilled manual","semi,unskilled manual workers","unskilled occ","personal service wor","skilled non-manual","Time-invariant",3,NA,NA,NA,NA,NA,61
"3749",78796849,"female","july",1960,"echp - ons",-8,"white","inapplicable","inapplicable","yes",1,"june",1984,16,"not applicable","skilled manual workers","skilled manual","semi,unskilled manual workers","unskilled occ","semi,unskilled manua","partly skilled occ","Time-invariant",1,NA,NA,NA,NA,NA,49
"3750",78800536,"female","march",1958,"echp - ons",-8,"white","inapplicable","mother not work","yes",7,"october",1976,16,"not applicable","semi,unskilled manual workers","unskilled occ","not applicable","inapplicable","semi,unskilled manua","partly skilled occ","From the panel",7,NA,NA,NA,NA,NA,51
"3751",78801079,"female","december",1954,"echp - ons",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,55
"3752",78802091,"female","june",1935,"echp - ons",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,74
"3753",78802148,"female","may",1957,"echp - ons",-8,"white","inapplicable","inapplicable","no",-8,"not applicable",-8,18,"not applicable","semi,unskilled manual workers","unskilled occ","personal service workers","managerial & technical occ","missing or wild","missing or wild","No children",0,NA,NA,NA,NA,NA,52
"3754",78928079,"female","february",1963,"echp - ons",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,46
"3755",79500048,"female","june",1938,"echp - ni",-8,"white","inapplicable","mother deceased","yes",7,"november",1957,14,"not applicable","semi,unskilled manual workers","unskilled occ","not applicable","inapplicable","routine non-manual e","skilled non-manual","Time-invariant",7,NA,NA,NA,NA,NA,71
"3756",79502717,"female","july",1951,"echp - ni",-8,"white","inapplicable","inapplicable","yes",2,"august",1971,15,"not applicable","skilled manual workers","skilled manual","semi,unskilled manual workers","partly skilled occ","semi,unskilled manua","unskilled occ","Time-invariant",2,NA,NA,NA,NA,NA,58
"3757",79503306,"female","july",1950,"echp - ni",-8,"white","inapplicable","mother not work","yes",5,"january",1972,15,"not applicable","skilled manual workers","skilled manual","not applicable","inapplicable","personal service wor","skilled non-manual","Time-invariant",5,NA,NA,NA,NA,NA,59
"3758",79504868,"female","february",1949,"echp - ni",6,"white","inapplicable","mother not work","yes",2,"march",1983,17,"not applicable","service class,higher grade","managerial & technical occ","not applicable","inapplicable","service class,higher","managerial & technic","Time-invariant",2,NA,NA,NA,NA,NA,60
"3759",79505368,"female","september",1937,"echp - ni",-8,"white","inapplicable","mother not work","yes",2,"january",1964,14,"not applicable","skilled manual workers","skilled manual","not applicable","inapplicable","routine non-manual e","skilled non-manual","Time-invariant",2,NA,NA,NA,NA,NA,72
"3760",79506437,"female","october",1961,"echp - ni",-8,"white","father not work","mother deceased","yes",4,"november",1983,15,"not applicable","not applicable","inapplicable","not applicable","inapplicable","semi,unskilled manua","partly skilled occ","Time-invariant",4,NA,NA,NA,NA,NA,48
"3761",79507506,"female","december",1953,"echp - ni",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,18,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,56
"3762",79508588,"female","august",1955,"echp - ni",-8,"white","inapplicable","mother not work","yes",2,"august",1982,14,"not applicable","foreman,technicians","armed forces","not applicable","inapplicable","semi,unskilled manua","partly skilled occ","Time-invariant",2,NA,NA,NA,NA,NA,54
"3763",79509649,"female","december",1963,"echp - ni",-8,"white","inapplicable","inapplicable","yes",3,"november",1992,16,"not applicable","skilled manual workers","skilled manual","service class,lower grade","skilled non-manual","semi,unskilled manua","partly skilled occ","From the panel",3,NA,NA,NA,NA,NA,46
"3764",79510116,"female","january",1936,"echp - ni",-8,"white","inapplicable","mother not work","no",-8,"not applicable",-8,15,"not applicable","semi,unskilled manual workers","skilled manual","not applicable","inapplicable","semi,unskilled manua","partly skilled occ","No children",0,NA,NA,NA,NA,NA,73
"3765",79510159,"female","may",1938,"echp - ni",-8,"white","inapplicable","mother not work","no",-8,"not applicable",-8,17,"not applicable","semi,unskilled manual workers","skilled manual","not applicable","inapplicable","service class,lower","managerial & technic","No children",0,NA,NA,NA,NA,NA,71
"3766",79510698,"female","may",1961,"echp - ni",-8,"white","inapplicable","inapplicable","yes",3,"october",1993,16,"not applicable","semi,unskilled manual workers","unskilled occ","sml props w employees","skilled manual","personal service wor","skilled non-manual","From the panel",3,NA,NA,NA,NA,NA,48
"3767",79511198,"female","december",1952,"echp - ni",-8,"white","inapplicable","inapplicable","yes",3,"june",1977,18,"not applicable","skilled manual workers","skilled manual","semi,unskilled manual workers","unskilled occ","service class,lower","managerial & technic","Time-invariant",3,NA,NA,NA,NA,NA,57
"3768",79512259,"female","march",1954,"echp - ni",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,55
"3769",79513336,"female","october",1942,"echp - ni",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,67
"3770",79514936,"female","april",1937,"echp - ni",-8,"white","inapplicable","inapplicable","yes",4,"january",1960,14,"not applicable","skilled manual workers","skilled manual","semi,unskilled manual workers","partly skilled occ","semi,unskilled manua","partly skilled occ","Time-invariant",4,NA,NA,NA,NA,NA,72
"3771",79515479,"female","february",1959,"echp - ni",-8,"white","inapplicable","inapplicable","yes",2,"june",1985,17,"not applicable","sml props w/o employees","skilled manual","personal service workers","skilled non-manual","personal service wor","skilled non-manual","Time-invariant",2,NA,NA,NA,NA,NA,50
"3772",79515991,"female","january",1939,"echp - ni",-8,"white","inapplicable","mother not work","no",-8,"not applicable",-8,15,"not applicable","farmers,smallholders","managerial & technical occ","not applicable","inapplicable","semi,unskilled manua","partly skilled occ","No children",0,NA,NA,NA,NA,NA,70
"3773",79518117,"female","february",1935,"echp - ni",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,14,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,74
"3774",79518168,"female","may",1964,"echp - ni",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,45
"3775",79518591,"female","may",1946,"echp - ni",-8,"white","inapplicable","mother not work","yes",3,"october",1970,14,"not applicable","skilled manual workers","skilled manual","not applicable","inapplicable","routine non-manual e","skilled non-manual","Time-invariant",3,NA,NA,NA,NA,NA,63
"3776",79520189,"female","may",1955,"echp - ni",-8,"white","inapplicable","mother not work","yes",1,"november",1987,18,"not applicable","farmers,smallholders","managerial & technical occ","not applicable","inapplicable","routine non-manual e","skilled non-manual","Time-invariant",1,NA,NA,NA,NA,NA,54
"3777",79521789,"female","april",1936,"echp - ni",-8,"white","inapplicable","mother not work","no",-8,"not applicable",-8,18,"not applicable","service class,higher grade","managerial & technical occ","not applicable","inapplicable","routine non-manual e","skilled non-manual","No children",0,NA,NA,NA,NA,NA,73
"3778",79522807,"female","september",1964,"echp - ni",-8,"white","inapplicable","inapplicable","yes",3,"december",1986,17,"not applicable","skilled manual workers","skilled manual","semi,unskilled manual workers","unskilled occ","personal service wor","skilled non-manual","From the panel",3,NA,NA,NA,NA,NA,45
"3779",79523358,"female","november",1940,"echp - ni",-8,"white","inapplicable","mother not work","yes",5,"january",1963,16,"not applicable","semi,unskilled manual workers","partly skilled occ","not applicable","inapplicable","semi,unskilled manua","partly skilled occ","Time-invariant",5,NA,NA,NA,NA,NA,69
"3780",79525008,"female","june",1936,"echp - ni",-8,"white","inapplicable","mother not work","yes",4,"march",1959,14,"not applicable","semi,unskilled manual workers","unskilled occ","not applicable","inapplicable","semi,unskilled manua","partly skilled occ","Time-invariant",4,NA,NA,NA,NA,NA,73
"3781",79526039,"female","april",1964,"echp - ni",-8,"white","inapplicable","mother not work","yes",1,"august",1984,16,"not applicable","semi,unskilled manual workers","skilled manual","not applicable","inapplicable","semi,unskilled manua","unskilled occ","Time-invariant",1,NA,NA,NA,NA,NA,45
"3782",79526616,"female","september",1936,"echp - ni",-8,"white","inapplicable","mother not work","yes",4,"august",1966,15,"not applicable","service class,higher grade","managerial & technical occ","not applicable","inapplicable","routine non-manual e","skilled non-manual","Time-invariant",4,NA,NA,NA,NA,NA,73
"3783",79528147,"female","september",1935,"echp - ni",-8,"white","father not live","inapplicable","yes",3,"may",1958,14,"not applicable","not applicable","inapplicable","skilled manual workers","skilled manual","semi,unskilled manua","partly skilled occ","Time-invariant",3,NA,NA,NA,NA,NA,74
"3784",79531288,"female","december",1959,"echp - ni",-8,"white","inapplicable","inapplicable","yes",3,"december",1981,15,"not applicable","semi,unskilled manual workers","skilled manual","semi,unskilled manual workers","unskilled occ","routine non-manual e","skilled non-manual","Time-invariant",3,NA,NA,NA,NA,NA,50
"3785",79532381,"female","april",1961,"echp - ni",-8,"white","inapplicable","mother not work","yes",2,"february",1996,16,"not applicable","foreman,technicians","skilled manual","not applicable","inapplicable","service class,lower","skilled non-manual","From the panel",2,NA,NA,NA,NA,NA,48
"3786",79532438,"female","august",1954,"echp - ni",-8,"white","inapplicable","mother not work","no",-8,"not applicable",-8,16,"not applicable","skilled manual workers","skilled manual","not applicable","inapplicable","routine non-manual e","skilled non-manual","No children",0,NA,NA,NA,NA,NA,55
"3787",79532926,"female","august",1950,"echp - ni",-8,"white","inapplicable","inapplicable","yes",4,"june",1974,16,"not applicable","skilled manual workers","skilled manual","service class,lower grade","managerial & technical occ","semi,unskilled manua","partly skilled occ","Time-invariant",4,NA,NA,NA,NA,NA,59
"3788",79533426,"female","june",1952,"echp - ni",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,57
"3789",79534449,"female","february",1946,"echp - ni",-8,"white","inapplicable","mother not work","yes",2,"january",1967,17,"not applicable","skilled manual workers","skilled manual","not applicable","inapplicable","routine non-manual e","skilled non-manual","Time-invariant",2,NA,NA,NA,NA,NA,63
"3790",79534988,"female","december",1944,"echp - ni",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,12,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,65
"3791",79537081,"female","november",1942,"echp - ni",-8,"white","father deceased","inapplicable","yes",2,"december",1968,14,"not applicable","not applicable","inapplicable","personal service workers","skilled non-manual","personal service wor","skilled non-manual","Time-invariant",2,NA,NA,NA,NA,NA,67
"3792",79538681,"female","june",1946,"echp - ni",-8,"white","inapplicable","mother not work","no",-8,"not applicable",-8,15,"not applicable","foreman,technicians","skilled manual","not applicable","inapplicable","routine non-manual e","skilled non-manual","No children",0,NA,NA,NA,NA,NA,63
"3793",79541836,"female","october",1935,"echp - ni",-8,"white","inapplicable","mother not work","yes",3,"march",1964,18,"not applicable","farmers,smallholders","managerial & technical occ","not applicable","inapplicable","service class,lower","managerial & technic","Time-invariant",3,NA,NA,NA,NA,NA,74
"3794",79543979,"female","october",1944,"echp - ni",-8,"white","father deceased","mother not work","yes",1,"december",1968,16,"not applicable","not applicable","inapplicable","not applicable","inapplicable","routine non-manual e","skilled non-manual","Time-invariant",1,NA,NA,NA,NA,NA,65
"3795",79544568,"female","march",1936,"echp - ni",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,14,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,73
"3796",79547206,"female","june",1962,"echp - ni",-8,"white","father not work","mother not work","yes",3,"august",1990,16,"not applicable","not applicable","inapplicable","not applicable","inapplicable","routine non-manual e","skilled non-manual","Time-invariant",3,NA,NA,NA,NA,NA,47
"3797",79547737,"female","april",1953,"echp - ni",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,56
"3798",79548938,"female","january",1941,"echp - ni",-8,"white","inapplicable","mother not work","yes",4,"september",1962,15,"not applicable","semi,unskilled manual workers","skilled manual","not applicable","inapplicable","personal service wor","partly skilled occ","Time-invariant",4,NA,NA,NA,NA,NA,68
"3799",79549349,"female","february",1963,"echp - ni",-8,"white","inapplicable","inapplicable","yes",2,"august",1988,16,"not applicable","skilled manual workers","skilled manual","semi,unskilled manual workers","unskilled occ","routine non-manual e","skilled non-manual","Time-invariant",2,NA,NA,NA,NA,NA,46
"3800",79549888,"female","march",1949,"echp - ni",-8,"white","inapplicable","mother not work","yes",6,"january",1976,18,"not applicable","farmers,smallholders","managerial & technical occ","not applicable","inapplicable","service class,lower","managerial & technic","Time-invariant",6,NA,NA,NA,NA,NA,60
"3801",79551378,"female","june",1934,"echp - ni",-8,"white","inapplicable","inapplicable","yes",6,"september",1961,14,"not applicable","farmers,smallholders","managerial & technical occ","agricultural workers","partly skilled occ","personal service wor","skilled manual","Time-invariant",6,NA,NA,NA,NA,NA,75
"3802",79551416,"female","september",1961,"echp - ni",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,48
"3803",79552498,"female","august",1950,"echp - ni",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,59
"3804",79553559,"female","october",1948,"echp - ni",-8,"white","inapplicable","mother not work","yes",4,"march",1977,19,"not applicable","farmers,smallholders","managerial & technical occ","not applicable","inapplicable","service class,lower","managerial & technic","Time-invariant",4,NA,NA,NA,NA,NA,61
"3805",79554636,"female","july",1962,"echp - ni",-8,"white","inapplicable","mother not work","yes",3,"july",1986,16,"not applicable","agricultural workers","partly skilled occ","not applicable","inapplicable","semi,unskilled manua","partly skilled occ","Time-invariant",3,NA,NA,NA,NA,NA,47
"3806",79556213,"female","february",1951,"echp - ni",-8,"white","father deceased","mother not work","yes",4,"july",1981,18,"not applicable","not applicable","inapplicable","not applicable","inapplicable","service class,lower","managerial & technic","Time-invariant",4,NA,NA,NA,NA,NA,58
"3807",79556736,"female","january",1953,"echp - ni",-8,"white","father deceased","mother not work","yes",3,"april",1976,15,"not applicable","not applicable","inapplicable","not applicable","inapplicable","semi,unskilled manua","partly skilled occ","Time-invariant",3,NA,NA,NA,NA,NA,56
"3808",79557759,"female","january",1960,"echp - ni",-8,"white","inapplicable","mother not work","yes",2,"november",1980,17,"not applicable","sml props w employees","skilled manual","not applicable","inapplicable","routine non-manual e","skilled non-manual","Time-invariant",2,NA,NA,NA,NA,NA,49
"3809",79558291,"female","november",1951,"echp - ni",-8,"white","inapplicable","mother not work","yes",3,"november",1972,15,"not applicable","farmers,smallholders","managerial & technical occ","not applicable","inapplicable","semi,unskilled manua","partly skilled occ","Time-invariant",3,NA,NA,NA,NA,NA,58
"3810",79559891,"female","may",1961,"echp - ni",-8,"white","inapplicable","mother not work","yes",3,"february",1986,18,"not applicable","sml props w/o employees","managerial & technical occ","not applicable","inapplicable","service class,lower","managerial & technic","Time-invariant",3,NA,NA,NA,NA,NA,48
"3811",79560938,"female","march",1939,"echp - ni",-8,"white","inapplicable","inapplicable","yes",2,"june",1962,14,"not applicable","skilled manual workers","skilled manual","semi,unskilled manual workers","partly skilled occ","skilled manual worke","skilled manual","Time-invariant",2,NA,NA,NA,NA,NA,70
"3812",79561489,"female","august",1949,"echp - ni",-8,"white","inapplicable","inapplicable","yes",3,"october",1974,17,"not applicable","sml props w/o employees","skilled manual","routine non-manual employees","skilled non-manual","service class,lower","managerial & technic","Time-invariant",3,NA,NA,NA,NA,NA,60
"3813",79565158,"female","february",1935,"echp - ni",-8,"white","inapplicable","mother not work","yes",1,"december",1968,14,"not applicable","agricultural workers","partly skilled occ","not applicable","inapplicable","service class,lower","managerial & technic","Time-invariant",1,NA,NA,NA,NA,NA,74
"3814",79566227,"female","september",1960,"echp - ni",-8,"white","inapplicable","mother not work","yes",1,"september",1984,16,"not applicable","foreman,technicians","skilled non-manual","not applicable","inapplicable","personal service wor","skilled non-manual","Time-invariant",1,NA,NA,NA,NA,NA,49
